0.0000000 0.0000000 0.0000000
0.0001000 0.1342264 0.1349533
0.0002000 0.2684518 0.2699216
0.0003000 0.4026749 0.4048804
0.0004000 0.5368947 0.5398406
0.0005000 0.6711102 0.6747973
0.0006000 0.8053201 0.8097528
0.0007000 0.9395234 0.9447061
0.0008000 1.0737191 1.0796575
0.0009000 1.2079059 1.2146068
0.0010000 1.3420828 1.3495541
0.0011000 1.4762487 1.4844994
0.0012000 1.6104026 1.6194427
0.0013000 1.7445432 1.7543838
0.0014000 1.8786695 1.8893229
0.0015000 2.0127804 2.0242597
0.0016000 2.1468748 2.1591944
0.0017000 2.2809517 2.2941268
0.0018000 2.4150098 2.4290570
0.0019000 2.5490481 2.5639849
0.0020000 2.6830656 2.6989103
0.0021000 2.8170610 2.8338334
0.0022000 2.9510333 2.9687540
0.0023000 3.0849815 3.1036720
0.0024000 3.2189044 3.2385874
0.0025000 3.3528009 3.3735002
0.0026000 3.4866699 3.5084103
0.0027000 3.6205103 3.6433176
0.0028000 3.7543210 3.7782220
0.0029000 3.8881010 3.9131235
0.0030000 4.0218491 4.0480220
0.0031000 4.1555643 4.1829174
0.0032000 4.2892454 4.3178097
0.0033000 4.4228913 4.4526987
0.0034000 4.5565010 4.5875843
0.0035000 4.6900733 4.7224665
0.0036000 4.8236072 4.8573453
0.0037000 4.9571016 4.9922203
0.0038000 5.0905553 5.1270917
0.0039000 5.2239673 5.2619593
0.0040000 5.3573365 5.3968229
0.0041000 5.4906618 5.5316826
0.0042000 5.6239421 5.6665381
0.0043000 5.7571763 5.8013893
0.0044000 5.8903633 5.9362362
0.0045000 6.0235021 6.0710787
0.0046000 6.1565914 6.2059165
0.0047000 6.2896304 6.3407497
0.0048000 6.4226178 6.4755780
0.0049000 6.5555525 6.6104013
0.0050000 6.6884336 6.7452195
0.0051000 6.8212598 6.8800326
0.0052000 6.9540302 7.0148402
0.0053000 7.0867435 7.1496424
0.0054000 7.2193988 7.2844389
0.0055000 7.3519949 7.4192297
0.0056000 7.4845308 7.5540145
0.0057000 7.6170054 7.6887933
0.0058000 7.7494176 7.8235658
0.0059000 7.8817663 7.9583320
0.0060000 8.0140504 8.0930916
0.0061000 8.1462688 8.2278445
0.0062000 8.2784205 8.3625906
0.0063000 8.4105044 8.4973297
0.0064000 8.5425193 8.6320616
0.0065000 8.6744643 8.7667862
0.0066000 8.8063383 8.9015032
0.0067000 8.9381400 9.0362125
0.0068000 9.0698686 9.1709140
0.0069000 9.2015229 9.3056074
0.0070000 9.3331018 9.4402926
0.0071000 9.4646042 9.5749693
0.0072000 9.5960292 9.7096375
0.0073000 9.7273755 9.8442969
0.0074000 9.8586421 9.9789473
0.0075000 9.9898281 10.1135885
0.0076000 10.1209321 10.2482203
0.0077000 10.2519533 10.3828426
0.0078000 10.3828906 10.5174550
0.0079000 10.5137428 10.6520576
0.0080000 10.6445089 10.7866495
0.0081000 10.7751878 10.9212331
0.0082000 10.9057785 11.0557964
0.0083000 11.0362799 11.1903933
0.0084000 11.1666909 11.0557722
0.0085000 11.2970105 11.1908475
0.0086000 11.4272375 11.3260924
0.0087000 11.5573710 11.4613174
0.0088000 11.6874099 11.5965284
0.0089000 11.8173531 11.7317255
0.0090000 11.9471995 11.8669085
0.0091000 12.0769482 12.0020772
0.0092000 12.2065979 12.1372314
0.0093000 12.3361478 12.2723708
0.0094000 12.4655966 12.4074952
0.0095000 12.5949434 12.5426043
0.0096000 12.7241871 12.6776980
0.0097000 12.8533266 12.8127758
0.0098000 12.9823609 12.9478377
0.0099000 13.1112890 13.0828834
0.0100000 13.2401098 13.2179125
0.0101000 13.3688222 13.3529249
0.0102000 13.4974251 13.4879203
0.0103000 13.6259176 13.6228984
0.0104000 13.7542986 13.7578590
0.0105000 13.8825671 13.8928018
0.0106000 14.0107219 14.0277265
0.0107000 14.1387621 14.1626329
0.0108000 14.2666866 14.2975207
0.0109000 14.3944944 14.4323896
0.0110000 14.5221844 14.5672393
0.0111000 14.6497555 14.7020696
0.0112000 14.7772069 14.8368801
0.0113000 14.9045373 14.9716707
0.0114000 15.0317458 15.1064409
0.0115000 15.1588313 15.2411905
0.0116000 15.2857928 15.3759192
0.0117000 15.4126293 15.5106268
0.0118000 15.5393397 15.6453129
0.0119000 15.6659230 15.7799771
0.0120000 15.7923782 15.9146193
0.0121000 15.9187042 16.0492391
0.0122000 16.0449000 16.1838362
0.0123000 16.1709646 16.3184103
0.0124000 16.2968969 16.4529610
0.0125000 16.4226960 16.5874881
0.0126000 16.5483608 16.7219912
0.0127000 16.6738903 16.8564697
0.0128000 16.7992835 16.9909349
0.0129000 16.9245393 16.8563683
0.0130000 17.0496567 16.9912084
0.0131000 17.1746348 17.1263973
0.0132000 17.2994724 17.2614660
0.0133000 17.4241686 17.3965146
0.0134000 17.5487224 17.5315333
0.0135000 17.6731328 17.6665238
0.0136000 17.7973987 17.8014852
0.0137000 17.9215191 17.9364174
0.0138000 18.0454930 18.0713199
0.0139000 18.1693195 18.2061923
0.0140000 18.2929975 18.3410345
0.0141000 18.4165260 18.4758459
0.0142000 18.5399040 18.6106262
0.0143000 18.6631305 18.7453752
0.0144000 18.7862046 18.8800923
0.0145000 18.9091251 19.0147773
0.0146000 19.0318912 19.1494298
0.0147000 19.1545018 19.2840496
0.0148000 19.2769558 19.4186352
0.0149000 19.3992525 19.5531920
0.0150000 19.5213906 19.6876641
0.0151000 19.6433694 19.8223630
0.0152000 19.7651876 19.6874146
0.0153000 19.8868445 19.8225784
0.0154000 20.0083389 19.9576911
0.0155000 20.1296700 20.0927671
0.0156000 20.2508366 20.2278049
0.0157000 20.3718380 20.3628044
0.0158000 20.4926729 20.4977651
0.0159000 20.6133406 20.6326865
0.0160000 20.7338399 20.7675684
0.0161000 20.8541700 20.9024103
0.0162000 20.9743299 21.0372119
0.0163000 21.0943185 21.1719726
0.0164000 21.2141350 21.3066921
0.0165000 21.3337783 21.4413700
0.0166000 21.4532475 21.5760058
0.0167000 21.5725416 21.7105992
0.0168000 21.6916596 21.8451497
0.0169000 21.8106007 21.9796577
0.0170000 21.9293637 21.8451940
0.0171000 22.0479479 21.9798996
0.0172000 22.1663521 22.1151757
0.0173000 22.2845755 22.2502484
0.0174000 22.4026172 22.3852732
0.0175000 22.5204760 22.5202505
0.0176000 22.6381512 22.6551797
0.0177000 22.7556417 22.7900605
0.0178000 22.8729466 22.9248924
0.0179000 22.9900650 23.0596750
0.0180000 23.1069958 23.1944077
0.0181000 23.2237383 23.3290901
0.0182000 23.3402914 23.4637218
0.0183000 23.4566541 23.5983026
0.0184000 23.5728257 23.7328295
0.0185000 23.6888050 23.8673336
0.0186000 23.8045912 23.7326981
0.0187000 23.9201834 23.8676255
0.0188000 24.0355806 24.0027472
0.0189000 24.1507819 24.1377538
0.0190000 24.2657864 24.2727159
0.0191000 24.3805931 24.4076168
0.0192000 24.4952011 24.5424632
0.0193000 24.6096095 24.6772498
0.0194000 24.7238174 24.8119810
0.0195000 24.8378239 24.9466488
0.0196000 24.9516280 25.0812701
0.0197000 25.0652288 25.2157519
0.0198000 25.1786255 25.3505053
0.0199000 25.2918171 25.2155190
0.0200000 25.4048026 25.3506789
0.0201000 25.5175813 25.4857480
0.0202000 25.6301522 25.6207557
0.0203000 25.7425143 25.7556985
0.0204000 25.8546669 25.8905766
0.0205000 25.9666089 26.0253892
0.0206000 26.0783395 26.1601362
0.0207000 26.1898578 26.2948164
0.0208000 26.3011629 26.4294304
0.0209000 26.4122539 26.5639736
0.0210000 26.5231300 26.6984854
0.0211000 26.6337902 26.5638302
0.0212000 26.7442336 26.6987615
0.0213000 26.8544594 26.8338532
0.0214000 26.9644667 26.9688108
0.0215000 27.0742546 27.1037143
0.0216000 27.1838223 27.2385340
0.0217000 27.2931688 27.3732905
0.0218000 27.4022932 27.5079567
0.0219000 27.5111948 27.6425899
0.0220000 27.6198726 27.5079822
0.0221000 27.7283258 27.6430129
0.0222000 27.8365535 27.7781844
0.0223000 27.9445549 27.9132588
0.0224000 28.0523290 28.0482551
0.0225000 28.1598751 28.1831713
0.0226000 28.2671922 28.3180073
0.0227000 28.3742796 28.4527622
0.0228000 28.4811363 28.5874357
0.0229000 28.5877615 28.7220265
0.0230000 28.6941544 28.8565386
0.0231000 28.8003141 28.7220313
0.0232000 28.9062398 28.8567616
0.0233000 29.0119306 28.9919615
0.0234000 29.1173857 29.1268975
0.0235000 29.2226043 29.2617804
0.0236000 29.3275854 29.3965511
0.0237000 29.4323284 29.5312634
0.0238000 29.5368323 29.6657970
0.0239000 29.6410963 29.8005437
0.0240000 29.7451197 29.6655922
0.0241000 29.8489015 29.8007373
0.0242000 29.9524409 29.9357735
0.0243000 30.0557372 30.0707172
0.0244000 30.1587895 30.2055654
0.0245000 30.2615970 30.3403185
0.0246000 30.3641589 30.4749746
0.0247000 30.4664743 30.6095370
0.0248000 30.5685425 30.4750452
0.0249000 30.6703627 30.6098235
0.0250000 30.7719340 30.7450189
0.0251000 30.8732557 30.8799738
0.0252000 30.9743269 31.0148494
0.0253000 31.0751468 31.1496065
0.0254000 31.1757147 31.2842832
0.0255000 31.2760298 31.1498017
0.0256000 31.3760912 31.2847161
0.0257000 31.4758982 31.4199267
0.0258000 31.5754501 31.5549801
0.0259000 31.6747459 31.6899257
0.0260000 31.7737849 31.8247619
0.0261000 31.8725664 31.9594884
0.0262000 31.9710896 32.0941037
0.0263000 32.0693537 32.2286114
0.0264000 32.1673579 32.0941231
0.0265000 32.2651014 32.2287116
0.0266000 32.3625836 32.3639648
0.0267000 32.4598035 32.4987913
0.0268000 32.5567606 32.6335954
0.0269000 32.6534539 32.7680559
0.0270000 32.7498827 32.9029825
0.0271000 32.8460464 32.7679257
0.0272000 32.9419441 32.9030841
0.0273000 33.0375750 33.0380739
0.0274000 33.1329385 33.1729469
0.0275000 33.2280338 33.3076918
0.0276000 33.3228602 33.4423193
0.0277000 33.4174168 33.3078279
0.0278000 33.5117030 33.4426708
0.0279000 33.6057180 33.5778454
0.0280000 33.6994611 33.7127898
0.0281000 33.7929316 33.8476222
0.0282000 33.8861287 33.9823057
0.0283000 33.9790518 34.1169048
0.0284000 34.0717000 33.9822511
0.0285000 34.1640726 34.1172211
0.0286000 34.2561691 34.2522740
0.0287000 34.3479885 34.3871336
0.0288000 34.4395303 34.5218869
0.0289000 34.5307936 34.6564275
0.0290000 34.6217779 34.7911355
0.0291000 34.7124823 34.6561564
0.0292000 34.8029063 34.7912227
0.0293000 34.8930490 34.9261096
0.0294000 34.9829098 35.0608678
0.0295000 35.0724880 35.1954485
0.0296000 35.1617829 35.3300568
0.0297000 35.2507938 35.1951890
0.0298000 35.3395200 35.3301999
0.0299000 35.4279608 35.4650919
0.0300000 35.5161156 35.5998128
0.0301000 35.6039837 35.7344195
0.0302000 35.6915643 35.5997911
0.0303000 35.7788569 35.7347332
0.0304000 35.8658607 35.8697800
0.0305000 35.9525750 36.0045902
0.0306000 36.0389993 36.1393003
0.0307000 36.1251328 36.0046859
0.0308000 36.2109749 36.1397141
0.0309000 36.2965250 36.2748144
0.0310000 36.3817822 36.4097256
0.0311000 36.4667461 36.5444778
0.0312000 36.5514160 36.6790455
0.0313000 36.6357911 36.8136137
0.0314000 36.7198709 36.6787475
0.0315000 36.8036548 36.8136957
0.0316000 36.8871420 36.9485169
0.0317000 36.9703319 37.0831038
0.0318000 37.0532240 37.2177635
0.0319000 37.1358175 37.0828351
0.0320000 37.2181119 37.2178572
0.0321000 37.3001064 37.3526872
0.0322000 37.3818006 37.4873433
0.0323000 37.4631937 37.3528298
0.0324000 37.5442852 37.4876822
0.0325000 37.6250744 37.6227991
0.0326000 37.7055607 37.7576044
0.0327000 37.7857436 37.8922981
0.0328000 37.8656223 37.7576319
0.0329000 37.9451963 37.8926567
0.0330000 38.0244651 38.0276894
0.0331000 38.1034279 38.1624884
0.0332000 38.1820842 38.2971252
0.0333000 38.2604334 38.1625196
0.0334000 38.3384749 38.2974411
0.0335000 38.4162081 38.4324715
0.0336000 38.4936325 38.5671862
0.0337000 38.5707474 38.7018550
0.0338000 38.6475523 38.5670570
0.0339000 38.7240466 38.7020881
0.0340000 38.8002297 38.8370002
0.0341000 38.8761010 38.9716511
0.0342000 38.9516601 39.1062586
0.0343000 39.0269062 38.9714244
0.0344000 39.1018389 39.1063891
0.0345000 39.1764576 39.2412055
0.0346000 39.2507617 39.1066919
0.0347000 39.3247506 39.2416692
0.0348000 39.3984239 39.3768010
0.0349000 39.4717810 39.5116808
0.0350000 39.5448213 39.6463350
0.0351000 39.6175443 39.5118280
0.0352000 39.6899494 39.6466226
0.0353000 39.7620361 39.7817196
0.0354000 39.8338039 39.9163430
0.0355000 39.9052523 40.0511017
0.0356000 39.9763806 39.9161294
0.0357000 40.0471884 40.0511745
0.0358000 40.1176752 40.1859392
0.0359000 40.1878405 40.3204983
0.0360000 40.2576836 40.1859137
0.0361000 40.3272042 40.3206492
0.0362000 40.3964016 40.4556654
0.0363000 40.4652755 40.3209011
0.0364000 40.5338252 40.4560876
0.0365000 40.6020503 40.5911601
0.0366000 40.6699503 40.7259892
0.0367000 40.7375247 40.8605073
0.0368000 40.8047730 40.9952031
0.0369000 40.8716946 40.8601242
0.0370000 40.9382892 40.9950141
0.0371000 41.0045562 40.8603749
0.0372000 41.0704951 40.9954694
0.0373000 41.1361055 41.1305372
0.0374000 41.2013869 41.2653329
0.0375000 41.2663388 41.1308248
0.0376000 41.3309608 41.2657434
0.0377000 41.3952523 41.4008306
0.0378000 41.4592129 41.5355456
0.0379000 41.5228422 41.6701067
0.0380000 41.5861397 41.5353608
0.0381000 41.6491049 41.6702035
0.0382000 41.7117374 41.8049954
0.0383000 41.7740367 41.6702064
0.0384000 41.8360025 41.8052831
0.0385000 41.8976341 41.9401878
0.0386000 41.9589313 41.8056971
0.0387000 42.0198936 41.9406543
0.0388000 42.0805205 42.0757629
0.0389000 42.1408115 42.2105268
0.0390000 42.2007664 42.0759828
0.0391000 42.2603846 42.2108971
0.0392000 42.3196657 42.3459283
0.0393000 42.3786094 42.2114720
0.0394000 42.4372151 42.3464296
0.0395000 42.4954825 42.4815679
0.0396000 42.5534112 42.6163713
0.0397000 42.6110008 42.4817856
0.0398000 42.6682508 42.6167642
0.0399000 42.7251609 42.7517707
0.0400000 42.7817306 42.8862591
0.0401000 42.8379596 43.0210957
0.0402000 42.8938475 42.8859335
0.0403000 42.9493938 43.0207961
0.0404000 43.0045983 42.8860372
0.0405000 43.0594605 43.0211285
0.0406000 43.1139800 43.1560468
0.0407000 43.1681565 43.0214577
0.0408000 43.2219895 43.1564946
0.0409000 43.2754788 43.2915241
0.0410000 43.3286240 43.4261343
0.0411000 43.3814246 43.5607207
0.0412000 43.4338804 43.4257591
0.0413000 43.4859909 43.5605452
0.0414000 43.5377559 43.4258515
0.0415000 43.5891749 43.5608662
0.0416000 43.6402477 43.6957580
0.0417000 43.6909738 43.5610601
0.0418000 43.7413529 43.6961351
0.0419000 43.7913848 43.8310757
0.0420000 43.8410690 43.6964527
0.0421000 43.8904052 43.8315084
0.0422000 43.9393931 43.9665027
0.0423000 43.9880324 43.8319605
0.0424000 44.0363227 43.9669692
0.0425000 44.0842638 44.1020104
0.0426000 44.1318553 44.2365382
0.0427000 44.1790968 44.3712699
0.0428000 44.2259882 44.2361307
0.0429000 44.2725290 44.3708674
0.0430000 44.3187190 44.2360723
0.0431000 44.3645579 44.3710558
0.0432000 44.4100453 44.5057577
0.0433000 44.4551810 44.3710263
0.0434000 44.4999648 44.5059607
0.0435000 44.5443962 44.6407032
0.0436000 44.5884750 44.5059061
0.0437000 44.6322010 44.6408869
0.0438000 44.6755738 44.7755657
0.0439000 44.7185932 44.6408383
0.0440000 44.7612589 44.7757381
0.0441000 44.8035706 44.9104486
0.0442000 44.8455281 44.7756300
0.0443000 44.8871311 44.9105751
0.0444000 44.9283793 45.0451220
0.0445000 44.9692726 45.1795779
0.0446000 45.0098106 45.0446461
